Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
1538,room,Requesting the use of the group study room for a brainstorming session.,2024-03-15,330212051,in progress
1539,room,Seeking to reserve the book repair room for a restoration workshop.,2024-02-20,213253230,in progress
1540,room,Seeking to reserve the music studio for a podcast recording.,2024-11-06,206653354,in progress
1541,room,Request to use the theater for a classic film series screening.,2024-03-20,395540990,waiting
1542,room,Need the main study room for a silent reading period.,2024-11-03,238756902,waiting
1543,other,Seeking to develop an online portal for accessing e-books.,2024-02-23,210316964,waiting
1544,other,Looking to establish a library-hosted meditation class.,2024-02-08,231404294,done
1545,room,Need a room for a mindfulness meditation group.,2024-01-11,339630600,in progress
1546,other,Need assistance with planning a literacy festival.,2024-06-07,269246864,closed
1547,other,Need to design promotional materials for upcoming events.,2024-10-16,362917106,waiting
1548,room,Need a presentation room for a marketing strategy meeting.,2024-06-09,332147107,closed
1549,room,Requesting the use of the seminar hall for a local author's talk.,2024-04-17,329554125,in progress
1550,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-09-22,275973766,in progress
1551,books,Looking to replace the damaged copy of 'The Scarlet Letter' by Nathaniel Hawthorne.,2024-06-30,256625955,closed
1552,other,Request to create a library-hosted bookbinding workshop.,2024-04-27,270268295,done
1553,other,Looking to create a resource center for small businesses.,2024-07-09,263834384,in progress
1554,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-05-08,314552597,waiting
1555,books,Request for 'Digital Marketing Essentials' for the business section.,2024-06-18,387683428,done
1556,maintenance,Seeking to replace the broken stapler in the copy room.,2024-09-18,379899594,closed
1557,maintenance,Request to fix the leaky faucet in the main restroom.,2024-01-12,362917106,waiting
1558,books,Request to replace the damaged copy of 'The Grapes of Wrath' by John Steinbeck.,2024-06-25,383226560,done
1559,room,Requesting the use of the faculty lounge for a professional development seminar.,2024-08-28,270164833,done
1560,other,Request to collaborate with local artists for a mural project.,2024-05-06,304375306,closed
1561,room,Need the computer lab for a workshop on web development next Tuesday.,2024-04-23,324260777,closed
1562,maintenance,Request to clean the dust buildup in the air vents.,2024-03-02,365825033,in progress
1563,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-09-02,213253230,in progress
1564,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-02-01,254629025,done
1565,room,Requesting the use of the gallery room for a photography exhibit.,2024-08-24,365825033,waiting
1566,other,Need help with arranging a monthly author talk series.,2024-07-29,219845013,waiting
1567,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-04-27,356568279,done
1568,books,Requesting 'Cosmos' by Carl Sagan for the astronomy section.,2024-03-29,256625955,in progress
1569,books,Need a new edition of 'Campbell Biology' for the biology department.,2024-08-01,263996035,closed
1570,other,Need to plan a library-hosted art workshop series.,2024-02-13,273731877,done
1571,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-09-28,394518286,waiting
1572,other,Need assistance with setting up a digital library catalog.,2024-03-31,229656459,done
1573,other,Need to design promotional materials for upcoming events.,2024-03-01,224242560,in progress
1574,maintenance,Need to repair the damaged microphone in the lecture hall.,2024-04-13,362268922,done
1575,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-03-15,250985413,closed
1576,maintenance,Request to clean the cobwebs from the ceiling in the history room.,2024-01-26,339630600,in progress
1577,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-04-22,352080659,done
1578,books,Need additional copies of '1984' by George Orwell for the literature class.,2024-06-14,370173353,waiting
1579,other,Need to plan a holiday-themed reading event.,2024-02-02,362917106,in progress
1580,maintenance,Requesting maintenance for the malfunctioning fire alarm system.,2024-07-30,281471201,waiting
1581,books,Request for 'Digital Marketing Essentials' for the business section.,2024-03-08,256129297,closed
1582,books,Requesting 'The Theory of Everything' by Stephen Hawking for the astrophysics section.,2024-05-30,202316642,closed
1583,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-06-29,312000334,done
1584,books,Looking to replace the missing copy of 'Catch-22' by Joseph Heller.,2024-02-12,245463468,closed
1585,room,Need a presentation room for a health and wellness seminar.,2024-10-20,209926450,closed
1586,room,Requesting the use of the faculty lounge for a professional development seminar.,2024-06-10,258688852,in progress
1587,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-02-08,256757899,in progress
1588,room,Looking to reserve the garden area for an outdoor yoga class.,2024-08-25,392214409,closed
1589,maintenance,Seeking to replace the worn-out doormat at the entrance.,2024-09-08,203821541,done
1590,room,Request to book the pop-up space for a temporary exhibit.,2024-02-18,229775739,closed
1591,maintenance,Request to clean the clogged gutters around the building.,2024-01-19,283510501,closed
1592,other,Seeking to set up a virtual library tour.,2024-03-28,261844724,waiting
1593,room,Need the small conference room for a parent-teacher meeting.,2024-05-01,270268295,waiting
1594,maintenance,Seeking to replace the broken handrail on the stairs.,2024-05-28,345879134,in progress
1595,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-05-22,269246864,waiting
1596,maintenance,Need to repair the damaged shelving in the reference section.,2024-06-16,227543469,done
1597,maintenance,Seeking to replace the broken light fixture in the reading nook.,2024-03-02,329193346,in progress
1598,maintenance,Need to repair the damaged staircase railing.,2024-06-18,335700035,waiting
1599,maintenance,Looking to fix the cracked pavement in the parking lot.,2024-08-28,228280574,in progress
1600,books,Requesting 'The Brothers Karamazov' by Fyodor Dostoevsky for the classic literature section.,2024-07-12,394294102,waiting
1601,books,Seeking 'The Shining' by Stephen King for the horror section.,2024-11-05,290649268,done
1602,room,Requesting the use of the craft room for an arts and crafts workshop.,2024-11-07,253714257,closed
1603,other,Request to create a resource guide for new patrons.,2024-01-06,395868615,in progress
1604,books,Looking to replace the worn-out copy of 'Brave New World' by Aldous Huxley.,2024-05-23,304375306,waiting
1605,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-06-05,205161656,in progress
1606,room,Request to use the art studio for a painting class.,2024-02-18,235274826,closed
1607,room,Looking to reserve the makerspace for a STEM education event.,2024-04-16,332663491,closed
1608,room,Request to use the green room for a video shoot.,2024-07-19,335473138,done
1609,maintenance,Requesting maintenance for the malfunctioning security cameras.,2024-04-16,328470141,done
1610,other,Looking to establish a book exchange program with other libraries.,2024-08-17,346312267,in progress
1611,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-08-15,262603137,in progress
1612,books,Request for 'Digital Marketing Essentials' for the business section.,2024-08-01,205161656,in progress
1613,maintenance,Requesting maintenance for the broken intercom system.,2024-06-27,318080587,done
1614,room,Requesting the use of the virtual reality room for a VR demo session.,2024-09-13,290649268,waiting
1615,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-09-14,270296197,closed
1616,maintenance,Need to unclog the sink in the staff kitchen.,2024-08-05,397139437,in progress
1617,room,Requesting the use of the craft room for an arts and crafts workshop.,2024-02-27,227721123,closed
1618,other,Need to plan a library-hosted language exchange program.,2024-05-09,265299792,closed
1619,books,Looking to replace the missing copy of 'Wuthering Heights' by Emily Brontë.,2024-07-04,282902311,done
1620,other,Seeking to establish a library scholarship fund.,2024-09-24,201226883,closed
1621,other,Request to host a library-sponsored writing contest.,2024-02-06,316340561,done
1622,other,Looking to coordinate with local schools for library tours.,2024-04-04,212959720,closed
1623,room,Looking to reserve the small lecture room for a poetry reading.,2024-11-11,363982018,in progress
1624,maintenance,Seeking to replace the broken clock in the seminar hall.,2024-08-05,213790827,closed
1625,room,Looking to reserve the cultural hall for a heritage celebration.,2024-06-12,349278614,in progress
1626,other,Need assistance with setting up a digital library catalog.,2024-03-23,275518793,in progress
1627,room,Looking to reserve the tech innovation space for an app development workshop.,2024-05-23,296485899,in progress
1628,other,Requesting help to develop a multilingual library catalog.,2024-01-23,352058077,in progress
1629,other,Seeking to develop a library resource guide for parents.,2024-08-03,250913167,in progress
1630,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-01-23,381371756,waiting
1631,other,Requesting help with setting up a library-run bookshop.,2024-03-31,305539405,done
1632,maintenance,Seeking to replace the worn-out doormat at the entrance.,2024-03-03,224242560,done
1633,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-05-15,284950177,done
1634,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-09-11,374983211,in progress
1635,room,Requesting the use of the seminar hall for a local author's talk.,2024-05-13,260056007,waiting
1636,books,Looking for 'The Brief Wondrous Life of Oscar Wao' by Junot Díaz.,2024-04-12,318080587,in progress
1637,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-09-25,327100566,waiting
1638,room,Requesting the use of the craft room for an arts and crafts workshop.,2024-06-08,301307625,done
1639,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-06-13,208001834,in progress
1640,other,Looking to organize a library-hosted knitting club.,2024-01-06,205505134,waiting
1641,room,Looking to reserve the reading loft for a cozy book club meeting.,2024-01-06,343899472,waiting
1642,other,Seeking to launch a digital literacy campaign for seniors.,2024-04-23,343990297,in progress
1643,other,Requesting support for a community gardening project.,2024-01-14,212959720,in progress
1644,maintenance,Need to repaint the walls in the group study area.,2024-09-09,292019064,waiting
1645,books,Requesting 'Cosmos' by Carl Sagan for the astronomy section.,2024-03-21,395176308,done
1646,room,Seeking to book the interview room for a job recruitment session.,2024-03-16,386152789,done
1647,room,Seeking to reserve the book repair room for a restoration workshop.,2024-05-15,385533765,waiting
1648,other,Need to plan a holiday-themed reading event.,2024-07-16,256757899,in progress
1649,other,Seeking to develop a library resource guide for job seekers.,2024-02-02,256129297,closed
1650,room,Seeking to book the community room for a local charity event.,2024-03-10,391388998,waiting
1651,maintenance,Looking to fix the loose bricks in the garden path.,2024-06-14,371954678,waiting
1652,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-05-05,318314655,done
1653,maintenance,Requesting maintenance for the broken air conditioning unit.,2024-09-26,318080587,closed
1654,other,Need to set up a library mentorship program.,2024-07-30,313570137,waiting
1655,other,Looking to organize a wellness program for patrons.,2024-06-23,316346196,waiting
1656,maintenance,Requesting maintenance for the faulty emergency exit sign.,2024-02-10,283510501,waiting
1657,room,Request to use the art studio for a painting class.,2024-05-05,219475845,in progress
1658,books,Requesting 'Crime and Punishment' by Fyodor Dostoevsky for the literature section.,2024-06-28,358242451,waiting
1659,maintenance,Seeking to replace the broken faucet in the staff restroom.,2024-04-16,328470141,waiting
1660,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-08-11,381371756,closed
1661,other,Looking to coordinate with local schools for library tours.,2024-09-03,240447144,done
1662,room,Requesting the use of the group study room for a brainstorming session.,2024-08-20,253940100,done
1663,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-01-11,231522129,done
1664,room,Need the community meeting room for a local business networking event.,2024-10-29,373952407,in progress
1665,room,Requesting the use of the audio-visual room for a documentary screening.,2024-06-21,328470141,in progress
1666,other,Need to set up a library mentorship program.,2024-01-17,202213385,done
1667,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-10-09,304375306,in progress
1668,maintenance,Requesting maintenance for the malfunctioning security cameras.,2024-09-22,374983211,done
1669,books,Request for 'Digital Marketing Essentials' for the business section.,2024-10-02,362917106,done
1670,maintenance,Looking to fix the squeaky floorboards in the auditorium.,2024-06-27,356568279,waiting
1671,books,Need the latest release of 'Modern Physics' for the physics department.,2024-06-26,373430313,in progress
1672,room,Requesting the use of the gallery room for a photography exhibit.,2024-05-16,379899594,in progress
1673,other,Request to organize a children's summer reading program.,2024-09-10,210316964,closed
1674,maintenance,Request to repair the faulty light switch in the seminar room.,2024-01-18,328727094,waiting
1675,other,Looking to develop a library outreach program for underserved communities.,2024-10-30,213790827,in progress
1676,books,Looking for 'The Brief Wondrous Life of Oscar Wao' by Junot Díaz.,2024-06-12,301317277,waiting
1677,other,Looking to establish a library-hosted documentary film club.,2024-01-31,202124350,done
1678,room,Seeking to reserve the tech room for a 3D printing workshop.,2024-10-15,329529051,done
1679,maintenance,Need to repair the damaged shelving in the reference section.,2024-09-25,277864716,done
1680,room,Need the main study room for a silent reading period.,2024-03-23,315448548,in progress
1681,maintenance,Need to repair the damaged microphone in the lecture hall.,2024-08-09,215773110,waiting
1682,maintenance,Request to clean the dust from the top shelves in the stacks.,2024-02-16,268722105,waiting
1683,room,Requesting the use of the faculty lounge for a professional development seminar.,2024-07-19,275888410,in progress
1684,maintenance,Seeking to replace the broken stapler in the reception area.,2024-02-18,250913167,closed
1685,other,Request to collaborate with local artists for a library art exhibit.,2024-09-11,213140700,in progress
1686,other,Seeking to develop a library volunteer recognition program.,2024-09-10,335112132,waiting
1687,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-02-11,309373843,done
1688,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-03-17,288738578,in progress
1689,room,Looking to reserve the tech innovation space for an app development workshop.,2024-04-19,205997588,done
1690,other,Request to start a monthly film screening series in the library.,2024-10-31,284950177,done
1691,maintenance,Seeking to replace the broken stapler in the copy room.,2024-11-09,280308818,done
1692,other,Need assistance with setting up a digital library catalog.,2024-03-31,290649268,done
1693,other,Request to collaborate with local artists for a library art exhibit.,2024-04-06,251201281,closed
1694,other,Request to host a library-sponsored writing contest.,2024-03-24,265299792,in progress
1695,books,Seeking 'The Immortal Life of Henrietta Lacks' for the medical history section.,2024-10-18,381043645,closed
1696,books,Seeking 'The Alchemist' by Paulo Coelho for the inspirational fiction section.,2024-02-26,356670364,closed
1697,maintenance,Requesting maintenance for the faulty emergency exit sign.,2024-01-13,366900231,in progress
1698,room,Need the community meeting room for a local business networking event.,2024-05-07,293532545,waiting
1699,other,Need assistance with planning a library gala fundraiser.,2024-01-31,253940100,closed
1700,other,Requesting help with the library's participation in the community parade.,2024-09-02,380598680,closed
1701,room,Request to use the exhibition hall for an art display next weekend.,2024-02-06,235274826,done
1702,room,Request to use the theater for a classic film series screening.,2024-05-18,272134974,closed
1703,maintenance,Request to clean the clogged gutters around the building.,2024-04-02,395868615,done
1704,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-06-13,280326901,done
1705,maintenance,Need to unclog the sink in the staff kitchen.,2024-10-20,204469027,done
1706,maintenance,Looking to fix the electrical issues in the staff office.,2024-03-07,332284330,in progress
1707,room,Request to book the pop-up space for a temporary exhibit.,2024-02-15,205161656,done
1708,books,Looking for 'A Brief History of Time' by Stephen Hawking for the science section.,2024-07-20,288004336,in progress
1709,books,Requesting 'The Design of Everyday Things' by Don Norman for the design section.,2024-02-12,202213385,waiting
1710,room,Looking to reserve the reading loft for a cozy book club meeting.,2024-09-13,243247319,done
1711,other,Seeking to establish a library scholarship fund.,2024-02-24,381043645,done
1712,room,Seeking to reserve the quiet carrel for individual research.,2024-04-01,391066552,done
1713,maintenance,Request to clean the dirt buildup on the windowsills.,2024-11-10,296230212,done
1714,other,Seeking to establish a library coding club for kids.,2024-10-01,301307625,waiting
1715,room,Request to book the pop-up space for a temporary exhibit.,2024-08-25,339411357,in progress
1716,books,Need to purchase 'Quiet: The Power of Introverts' for the psychology section.,2024-10-26,356263731,done
1717,other,Seeking to establish a library-sponsored book club.,2024-05-14,318471364,done
1718,books,Need to replace the worn-out copy of 'To Kill a Mockingbird'.,2024-05-01,360801609,done
1719,maintenance,Looking to fix the drafty door in the conference room.,2024-04-13,312000334,waiting
1720,other,Seeking to initiate a library volunteer program.,2024-09-19,273665802,closed
1721,books,Need additional copies of 'Pride and Prejudice' by Jane Austen.,2024-03-09,314052127,waiting
1722,books,Need to purchase 'Grit: The Power of Passion and Perseverance' for the psychology section.,2024-08-01,390595718,waiting
1723,books,Need additional copies of '1984' by George Orwell for the literature class.,2024-06-09,287955504,in progress
1724,other,Request to start a monthly community newsletter.,2024-01-13,263996035,in progress
1725,other,Request to start a library-hosted trivia night.,2024-09-07,306829821,done
1726,room,Seeking to book the interview room for a job recruitment session.,2024-02-14,388284168,done
1727,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-01-07,231522129,closed
1728,other,Request to create a resource guide for new patrons.,2024-10-27,380598680,waiting
1729,maintenance,Requesting maintenance for the faulty wiring in the lighting system.,2024-08-24,329193346,closed
1730,other,Request to organize a book donation drive in the library.,2024-08-27,368812814,in progress
1731,maintenance,Request to clean the dirt buildup on the windowsills.,2024-08-17,332663491,closed
1732,books,Request for 'Digital Marketing Essentials' for the business section.,2024-01-08,340236173,in progress
1733,room,Request to reserve the main conference room for a staff meeting on Friday.,2024-05-11,305749822,in progress
1734,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-04-08,340042613,done
1735,maintenance,Seeking to replace the broken chairs in the community room.,2024-09-16,244414132,done
1736,maintenance,Need to repair the damaged staircase railing.,2024-05-19,388284168,in progress
1737,books,Need to purchase 'Introduction to Environmental Science' for the environmental studies section.,2024-04-15,215773110,done
1738,maintenance,Seeking to replace the stained carpet in the children's area.,2024-02-15,335473138,in progress
1739,room,Request to book the pop-up space for a temporary exhibit.,2024-10-11,263996035,waiting
1740,other,Need assistance with setting up a digital storytelling program.,2024-01-17,288738578,closed
1741,maintenance,Requesting maintenance for the broken ceiling tiles in the archive room.,2024-02-20,318471364,waiting
1742,room,Looking to reserve the tech innovation space for an app development workshop.,2024-05-24,240447144,done
1743,books,Seeking 'The Lean UX' by Jeff Gothelf for the design thinking section.,2024-09-19,211269576,in progress
1744,maintenance,Request to clean the mold off the bathroom tiles.,2024-03-02,202316642,waiting
1745,maintenance,Looking to fix the squeaky floorboards in the auditorium.,2024-03-01,220550354,waiting
1746,maintenance,Request to clean the graffiti off the exterior walls.,2024-01-10,200229912,in progress
1747,maintenance,Requesting maintenance for the malfunctioning security cameras.,2024-06-09,207094053,waiting
1748,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-01-05,293532545,in progress
1749,room,Need the computer lab for a workshop on web development next Tuesday.,2024-08-16,273386110,waiting
1750,books,Looking for 'A Brief History of Time' by Stephen Hawking for the science section.,2024-07-02,205161656,done
1751,room,Need a room for a mindfulness meditation group.,2024-04-12,336625082,done
1752,other,Need help with arranging a monthly author talk series.,2024-01-11,335473138,waiting
1753,maintenance,Requesting maintenance for the faulty wiring in the lighting system.,2024-06-30,349278614,closed
1754,room,Requesting the use of the audio-visual room for a documentary screening.,2024-09-01,381043645,closed
1755,other,Looking to establish a library chess club.,2024-09-06,271057887,done
1756,room,Looking to use the auditorium for a local theater performance.,2024-03-25,222138711,waiting
1757,maintenance,Need to repair the damaged steps at the main entrance.,2024-07-11,373430313,waiting
1758,room,Seeking to reserve the fitness room for a wellness program.,2024-09-11,202213385,done
1759,other,Need to design promotional materials for upcoming events.,2024-04-18,250544251,done
1760,room,Looking to reserve the open space area for a hackathon.,2024-06-17,277425112,waiting
1761,maintenance,Seeking to replace the broken coat rack in the entryway.,2024-02-14,347495715,waiting
1762,maintenance,Requesting maintenance for the broken book scanner.,2024-05-07,352080659,waiting
1763,room,Request to reserve the rooftop terrace for a stargazing night.,2024-07-25,304375306,in progress
1764,maintenance,Seeking to replace the broken faucet in the staff restroom.,2024-03-17,387341787,in progress
1765,maintenance,Request to clean the graffiti off the exterior walls.,2024-02-22,395176308,waiting
1766,other,Requesting support for a community gardening project.,2024-01-13,255595993,done
1767,other,Seeking to develop a library resource guide for educators.,2024-09-19,200531127,done
1768,room,Looking to reserve the training room for a professional development workshop.,2024-01-12,266085976,done
1769,other,Looking to establish a library-hosted documentary film club.,2024-02-13,335700035,waiting
1770,other,Request to collaborate with local artists for a library art exhibit.,2024-04-29,362268922,closed
1771,books,Requesting a replacement for the damaged 'Introduction to Python Programming' book.,2024-10-09,248515306,waiting
1772,maintenance,Seeking to replace the broken magnifying glass in the reading room.,2024-08-30,387729908,waiting
1773,books,Looking to acquire 'Deep Learning' by Ian Goodfellow for the AI research group.,2024-07-08,228280574,closed
1774,maintenance,Seeking to replace the broken faucet in the staff restroom.,2024-03-08,327100566,waiting
1775,room,Need the main study room for a silent reading period.,2024-06-18,272126426,done
1776,other,Requesting help to digitize historical documents in the archive.,2024-06-28,269026035,in progress
1777,books,Requesting 'Artificial Intelligence: A Modern Approach' for the AI research group.,2024-01-22,231245507,in progress
1778,books,Seeking 'The Black Swan' by Nassim Nicholas Taleb for the finance section.,2024-10-29,273385716,done
1779,other,Request to collaborate with local artists for a library art exhibit.,2024-09-16,363713934,done
1780,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-03-26,200885937,in progress
1781,books,Requesting 'The Code Book' by Simon Singh for the cryptography section.,2024-02-15,270164833,waiting
1782,other,Seeking to set up a virtual library tour.,2024-09-27,235274826,closed
1783,other,Looking to establish a book exchange program with other libraries.,2024-01-09,355302167,waiting
1784,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-08-16,383226560,in progress
1785,maintenance,Need to unclog the sink in the staff kitchen.,2024-08-15,354443129,in progress
1786,room,Need the small conference room for a parent-teacher meeting.,2024-05-24,261486492,done
1787,maintenance,Request to clean the dust from the top shelves in the stacks.,2024-06-20,266543669,waiting
1788,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-10-23,219475845,waiting
1789,other,Looking to establish a library-hosted documentary film club.,2024-08-27,282902311,in progress
1790,books,"Request to add 'Thinking, Fast and Slow' by Daniel Kahneman to the cognitive sciences collection.",2024-06-16,280326901,waiting
1791,books,Seeking 'The Lean Startup' by Eric Ries for the business strategy section.,2024-02-20,247316201,done
1792,maintenance,Seeking to replace the broken lock on the storage closet.,2024-04-27,287850242,done
1793,maintenance,Looking to fix the electrical issues in the staff office.,2024-03-12,255586604,in progress
1794,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-04-16,216128694,done
1795,room,Seeking to reserve the fitness room for a wellness program.,2024-03-28,375383155,closed
1796,other,Looking to establish a library advisory board.,2024-01-23,338387525,waiting
1797,other,Request to set up a social media account for library updates.,2024-09-11,330212051,done
1798,other,Need assistance with setting up a library-hosted open mic night.,2024-09-28,343990297,in progress
1799,maintenance,Looking to fix the cracked pavement in the parking lot.,2024-08-07,370320665,closed
1800,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-06-21,330212051,waiting
1801,room,Seeking to book the relaxation room for a mindfulness meditation session.,2024-07-04,318471364,waiting
1802,books,Looking to acquire 'The Elements of Style' by Strunk and White for the writing resources section.,2024-09-07,388284168,waiting
1803,maintenance,Request to clean the cobwebs from the ceiling in the history room.,2024-11-04,362917106,waiting
1804,other,Looking to create a video series on library services.,2024-03-30,347495715,done
1805,other,Looking to establish a library-hosted documentary film club.,2024-04-03,288004336,done
1806,other,Looking to establish a library-hosted meditation class.,2024-10-25,201885886,waiting
1807,other,Seeking to develop a library resource guide for small business owners.,2024-03-09,253658694,in progress
1808,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-04-10,290649268,closed
1809,maintenance,Request to repair the roof leak in the auditorium.,2024-10-22,283555837,waiting
1810,room,Request to book the reading room for a book club meeting on Thursday.,2024-05-12,381043645,waiting
1811,room,Seeking to reserve the innovation hub for a technology expo.,2024-02-02,253658694,done
1812,maintenance,Requesting maintenance for the malfunctioning printer in the computer lab.,2024-06-10,300165255,in progress
1813,maintenance,Request to clean the ventilation ducts throughout the building.,2024-04-17,200229912,done
1814,room,Request to book the basement area for a science fair.,2024-09-25,250985413,done
1815,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-04-21,228280574,in progress
1816,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-03-11,254629025,done
1817,maintenance,Looking to fix the loose handrail in the stairwell.,2024-11-02,359518008,closed
1818,maintenance,Looking to fix the squeaky door in the children's section.,2024-05-01,334800141,in progress
1819,maintenance,Seeking to replace the broken glass in the main entrance door.,2024-05-09,340042613,in progress
1820,maintenance,Need to repair the damaged electrical outlet in the seminar room.,2024-03-07,338387525,in progress
1821,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-04-08,238861546,waiting
1822,room,Request to book the main lobby for a holiday decoration event.,2024-03-10,370173353,closed
1823,maintenance,Need to repair the damaged chair in the staff office.,2024-07-15,239037328,done
1824,maintenance,Looking to fix the door hinge in the multimedia room.,2024-10-12,328470141,waiting
1825,books,Need additional copies of 'The Great Gatsby' for the upcoming literature class.,2024-06-21,273389718,waiting
1826,room,Request to book the pop-up space for a temporary exhibit.,2024-02-15,332663491,done
1827,maintenance,Request to clean the bird droppings from the windows.,2024-10-15,211950654,closed
1828,maintenance,Looking to fix the loose cabinet door in the staff kitchen.,2024-01-11,243247319,closed
1829,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-06-03,265590430,waiting
1830,other,Looking to create a special section for local history and genealogy research.,2024-06-28,375383155,closed
1831,maintenance,Seeking to replace the worn-out cushions in the reading room.,2024-07-24,313570137,in progress
1832,other,Request to set up a social media account for library updates.,2024-05-27,332663491,waiting
1833,other,Request to create an online archive of local history.,2024-11-05,215773110,closed
1834,room,Looking to reserve the language lab for a foreign language workshop.,2024-02-08,309168086,closed
1835,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-05-08,273386110,done
1836,room,Looking to reserve the lecture theater for a public speaking workshop.,2024-03-14,209926450,in progress
1837,room,Seeking to reserve the fitness room for a wellness program.,2024-10-26,250628864,waiting
1838,maintenance,Seeking to replace the broken faucet in the staff restroom.,2024-01-16,213253230,done
1839,room,Looking to reserve the makerspace for a STEM education event.,2024-01-10,329222087,done
1840,maintenance,Seeking to replace the broken stapler in the reception area.,2024-09-25,227543469,done
1841,room,Requesting the use of the digital media room for a photography editing workshop.,2024-01-03,391388998,closed
1842,other,Requesting support for a library-hosted community theater program.,2024-08-29,253714257,waiting
1843,maintenance,Need to repair the damaged electrical outlet in the seminar room.,2024-10-31,298319781,done
1844,other,Request to collaborate with local artists for a library art exhibit.,2024-10-18,242484194,closed
1845,books,Request for 'Digital Marketing Essentials' for the business section.,2024-02-20,296230212,in progress
1846,room,Need the community meeting room for a local business networking event.,2024-03-26,336625082,closed
1847,other,Request to collaborate with local schools for field trips.,2024-09-02,239678220,closed
1848,books,Looking to replace the missing copy of 'Wuthering Heights' by Emily Brontë.,2024-06-07,219037645,done
1849,other,Requesting help with setting up a library-run bookshop.,2024-01-13,358242451,in progress
1850,other,Looking to develop a library outreach program for underserved communities.,2024-06-24,309168086,in progress
1851,maintenance,Requesting maintenance for the malfunctioning vending machine.,2024-06-30,397139437,waiting
1852,books,Need to purchase 'The Kite Runner' by Khaled Hosseini for the modern fiction section.,2024-10-13,334260312,done
1853,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-09-20,300165255,waiting
1854,other,Need to plan a holiday-themed reading event.,2024-08-04,326110640,done
1855,books,Requesting 'The Power of Now' by Eckhart Tolle for the self-help section.,2024-03-19,292019064,waiting
1856,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-03-24,246512818,closed
1857,maintenance,Looking to fix the jammed window in the study carrel.,2024-03-21,226635274,in progress
1858,room,Need a small meeting room for a one-on-one tutoring session.,2024-02-18,343659348,waiting
1859,room,Need the main study room for a silent reading period.,2024-08-14,377486550,closed
1860,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-02-26,258688852,in progress
1861,maintenance,Looking to fix the wobbly table in the group study room.,2024-09-26,262603137,done
1862,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-06-23,261486492,waiting
1863,books,Need to purchase 'Quiet: The Power of Introverts' for the psychology section.,2024-06-07,273389718,closed
1864,books,Need the latest release of 'Modern Physics' for the physics department.,2024-05-26,369388905,waiting
1865,room,Looking to reserve the cultural hall for a heritage celebration.,2024-06-29,246392112,done
1866,maintenance,Request to clean the stains on the ceiling in the reading room.,2024-01-11,224518241,closed
